PurchaseOrderID,PurchaseOrderDetailID,EmployeeID,VendorID,ShipMethodID,ProductID,DueDate,OrderQty,UnitPrice,LineTotal,ReceivedQty,RejectedQty,StockedQty,Status,OrderDate,ShipDate,SubTotal,TaxAmt,Freight,TotalDue,NationalIDNumber,JobTitle,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag,Title,FirstName,MiddleName,LastName,Suffix,PhoneNumber,PhoneNumberType,EmailAddress,EmailPromotion,AddressLine1,City,StateProvinceName,PostalCode,CountryRegionName,ProductName,ProductNumber,MakeFlag,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,StandardCost,ListPrice,ProductSize,SizeUnitMeasureCode,WeightUnitMeasureCode,Weight,DaysToManufacture,ProductLine,Class,Style,ProductSubcategoryID,ProductModelID,SellStartDate,SellEndDate,DiscontinuedDate,AccountNumber,Vendorname,VendorCreditRating,PreferredVendorStatus,VendorActiveFlag,AddressType,VendorAddressLine,VendorCity,VendorStateProvinceName,VendorPostalCode,VendorCountryRegionName,ProductCategoryID,ProductSubcategoryName,ProductCategoryName,ProductModelName
33,82,257,1672,4,405,1/30/2012 0:00,3,45.3705,136.1115,3,0,3,4,1/16/2012 0:00,1/25/2012 0:00,421.155,33.6924,10.5289,465.3763,381073001,Buyer,9/17/1972,S,M,1/27/2010,FALSE,54,47,TRUE,,Eric,S,Kurjan,,265-555-0195,Work,eric2@adventure-works.com,2,1378 String Dr,Renton,Washington,98055,United States,External Lock Washer 9,LE-1201,FALSE,FALSE,,1000,750,0,0,,,,,0,,,,,,4/30/2008 0:00,,,EXPERTB0001,Expert Bike Co,1,TRUE,TRUE,Main Office,8892 Columbia River Ct.,Santa Cruz,California,95062,United States,,,,
34,83,261,1600,1,525,1/30/2012 0:00,550,2.3205,1276.275,550,550,0,3,1/16/2012 0:00,1/25/2012 0:00,1276.275,102.102,31.9069,1410.2839,280633567,Purchasing Assistant,1/17/1978,M,M,12/25/2010,FALSE,51,45,TRUE,,Reinout,N,Hillmann,,370-555-0163,Work,reinout0@adventure-works.com,2,620 Woodside Ct.,Bellevue,Washington,98004,United States,LL Shell,SH-4562,FALSE,FALSE,,800,600,0,0,,,,,0,,L ,,,,4/30/2008 0:00,,,FEDERAL0001,Federal Sport,3,TRUE,TRUE,Main Office,2909 Toyon Dr.,Burlingame,California,94010,United States,,,,
35,84,251,1522,1,526,1/30/2012 0:00,550,3.6435,2003.925,550,0,550,4,1/16/2012 0:00,1/25/2012 0:00,2003.925,160.314,50.0981,2214.3371,603686790,Buyer,8/17/1984,S,M,2/10/2009,FALSE,59,49,TRUE,,Mikael,Q,Sandberg,,309-555-0170,Work,mikael0@adventure-works.com,2,9539 Glenside Dr,Bothell,Washington,98011,United States,HL Shell,SH-9312,FALSE,FALSE,,800,600,0,0,,,,,0,,,,,,4/30/2008 0:00,,,FIRSTNA0001,First National Sport Co.,1,TRUE,TRUE,Main Office,8127 Otter Dr.,Boise,Idaho,83702,United States,,,,
36,85,253,1570,2,908,1/30/2012 0:00,550,21.0945,11601.975,468,0,468,4,1/16/2012 0:00,1/25/2012 0:00,50860.425,4068.834,1271.5106,56200.7696,407505660,Buyer,11/30/1970,M,F,12/17/2009,FALSE,56,48,TRUE,,Linda,P,Meisner,,916-555-0165,Cell,linda2@adventure-works.com,0,6118 Grasswood Circle,Bellevue,Washington,98004,United States,LL Mountain Seat/Saddle,SE-M236,FALSE,TRUE,,500,375,12.0413,27.12,,,,,1,M ,L ,,15,79,5/30/2013 0:00,,,FIRSTRA0001,First Rate Bicycles,1,TRUE,TRUE,Main Office,7053 Laurel Dr.,La Mesa,New Mexico,88044,United States,2,Saddles,Components,LL Mountain Seat/Saddle 2
36,86,253,1570,2,909,1/30/2012 0:00,550,30.4395,16741.725,550,0,550,4,1/16/2012 0:00,1/25/2012 0:00,50860.425,4068.834,1271.5106,56200.7696,407505660,Buyer,11/30/1970,M,F,12/17/2009,FALSE,56,48,TRUE,,Linda,P,Meisner,,916-555-0165,Cell,linda2@adventure-works.com,0,6118 Grasswood Circle,Bellevue,Washington,98004,United States,ML Mountain Seat/Saddle,SE-M798,FALSE,TRUE,,500,375,17.3782,39.14,,,,,1,M ,M ,,15,80,5/30/2013 0:00,,,FIRSTRA0001,First Rate Bicycles,1,TRUE,TRUE,Main Office,7053 Laurel Dr.,La Mesa,New Mexico,88044,United States,2,Saddles,Components,ML Mountain Seat/Saddle 2
36,87,253,1570,2,913,1/30/2012 0:00,550,40.9395,22516.725,550,0,550,4,1/16/2012 0:00,1/25/2012 0:00,50860.425,4068.834,1271.5106,56200.7696,407505660,Buyer,11/30/1970,M,F,12/17/2009,FALSE,56,48,TRUE,,Linda,P,Meisner,,916-555-0165,Cell,linda2@adventure-works.com,0,6118 Grasswood Circle,Bellevue,Washington,98004,United States,HL Road Seat/Saddle,SE-R995,FALSE,TRUE,,500,375,23.3722,52.64,,,,,1,R ,H ,,15,84,5/30/2013 0:00,,,FIRSTRA0001,First Rate Bicycles,1,TRUE,TRUE,Main Office,7053 Laurel Dr.,La Mesa,New Mexico,88044,United States,2,Saddles,Components,HL Road Seat/Saddle 2
37,88,255,1516,1,356,1/30/2012 0:00,60,3.6015,216.09,60,0,60,4,1/16/2012 0:00,1/25/2012 0:00,454.86,36.3888,11.3715,502.6203,466142721,Buyer,11/29/1966,M,M,1/11/2010,FALSE,52,46,TRUE,,Gordon,L,Hee,,230-555-0144,Cell,gordon0@adventure-works.com,0,108 Lakeside Court,Bellevue,Washington,98004,United States,LL Grip Tape,GT-0820,FALSE,FALSE,,800,600,0,0,,,,,0,,L ,,,,4/30/2008 0:00,,,GARDNER0001,Gardner Touring Cycles,1,FALSE,FALSE,Main Office,8513 Hurlstone Ct.,Altadena,California,91001,United States,,,,
37,89,255,1516,1,357,1/30/2012 0:00,60,3.9795,238.77,60,0,60,4,1/16/2012 0:00,1/25/2012 0:00,454.86,36.3888,11.3715,502.6203,466142721,Buyer,11/29/1966,M,M,1/11/2010,FALSE,52,46,TRUE,,Gordon,L,Hee,,230-555-0144,Cell,gordon0@adventure-works.com,0,108 Lakeside Court,Bellevue,Washington,98004,United States,ML Grip Tape,GT-1209,FALSE,FALSE,,800,600,0,0,,,,,0,,M ,,,,4/30/2008 0:00,,,GARDNER0001,Gardner Touring Cycles,1,FALSE,FALSE,Main Office,8513 Hurlstone Ct.,Altadena,California,91001,United States,,,,
38,90,256,1506,5,935,1/30/2012 0:00,550,31.4895,17319.225,550,0,550,4,1/16/2012 0:00,1/25/2012 0:00,43878.45,3510.276,1096.9613,48485.6873,367453993,Buyer,5/12/1952,M,M,1/23/2010,FALSE,58,49,TRUE,,Frank,S,Pellow,,163-555-0147,Cell,frank2@adventure-works.com,0,5980 Icicle Circle,Renton,Washington,98055,United States,LL Mountain Pedal,PD-M282,FALSE,TRUE,Silver/Black,500,375,17.9776,40.49,,,G  ,218,1,M ,L ,,13,62,5/30/2013 0:00,,,GREENWOO0001,Greenwood Athletic Company,1,TRUE,TRUE,Main Office,6441 Co Road,Lemon Grove,Arizona,85252,United States,2,Pedals,Components,LL Mountain Pedal
38,91,256,1506,5,936,1/30/2012 0:00,550,48.2895,26559.225,550,0,550,4,1/16/2012 0:00,1/25/2012 0:00,43878.45,3510.276,1096.9613,48485.6873,367453993,Buyer,5/12/1952,M,M,1/23/2010,FALSE,58,49,TRUE,,Frank,S,Pellow,,163-555-0147,Cell,frank2@adventure-works.com,0,5980 Icicle Circle,Renton,Washington,98055,United States,ML Mountain Pedal,PD-M340,FALSE,TRUE,Silver/Black,500,375,27.568,62.09,,,G  ,215,1,M ,M ,,13,63,5/30/2013 0:00,,,GREENWOO0001,Greenwood Athletic Company,1,TRUE,TRUE,Main Office,6441 Co Road,Lemon Grove,Arizona,85252,United States,2,Pedals,Components,ML Mountain Pedal
39,92,252,1626,2,524,1/30/2012 0:00,550,12.9675,7132.125,550,0,550,4,1/16/2012 0:00,1/25/2012 0:00,7132.125,570.57,178.3031,7880.9981,792847334,Buyer,8/21/1974,M,M,2/28/2009,FALSE,60,50,TRUE,,Arvind,B,Rao,,848-555-0163,Cell,arvind0@adventure-works.com,0,9495 Limewood Place,Renton,Washington,98055,United States,HL Spindle/Axle,SD-9872,FALSE,FALSE,,500,375,0,0,,,,,0,,,,,,4/30/2008 0:00,,,HILLBIC0001,Hill Bicycle Center,1,TRUE,TRUE,Main Office,87 Pheasant Circle,Oakland,California,94611,United States,,,,
40,93,260,1542,2,911,1/30/2012 0:00,550,21.0945,11601.975,550,0,550,4,1/16/2012 0:00,1/25/2012 0:00,28343.7,2267.496,708.5925,31319.7885,437296311,Purchasing Assistant,1/29/1978,M,F,12/6/2010,FALSE,50,45,TRUE,,Annette,L,Hill,,125-555-0196,Cell,annette0@adventure-works.com,1,6369 Ellis Street,Redmond,Washington,98052,United States,LL Road Seat/Saddle,SE-R581,FALSE,TRUE,,500,375,12.0413,27.12,,,,,1,R ,L ,,15,82,5/30/2013 0:00,,,HILLSBI0001,Hill's Bicycle Service,1,TRUE,TRUE,Main Office,3664 Colt Ct.,Richmond,California,94801,United States,2,Saddles,Components,LL Road Seat/Saddle 1
40,94,260,1542,2,912,1/30/2012 0:00,550,30.4395,16741.725,550,55,495,4,1/16/2012 0:00,1/25/2012 0:00,28343.7,2267.496,708.5925,31319.7885,437296311,Purchasing Assistant,1/29/1978,M,F,12/6/2010,FALSE,50,45,TRUE,,Annette,L,Hill,,125-555-0196,Cell,annette0@adventure-works.com,1,6369 Ellis Street,Redmond,Washington,98052,United States,ML Road Seat/Saddle,SE-R908,FALSE,TRUE,,500,375,17.3782,39.14,,,,,1,T ,M ,,15,83,5/30/2013 0:00,,,HILLSBI0001,Hill's Bicycle Service,1,TRUE,TRUE,Main Office,3664 Colt Ct.,Richmond,California,94801,United States,2,Saddles,Components,ML Road Seat/Saddle 2
41,95,258,1610,4,910,1/30/2012 0:00,550,40.9395,22516.725,550,0,550,4,1/16/2012 0:00,1/25/2012 0:00,22516.725,1801.338,562.9181,24880.9811,785853949,Buyer,1/4/1971,S,F,1/31/2010,FALSE,53,46,TRUE,,Erin,M,Hagens,,842-555-0158,Work,erin0@adventure-works.com,0,2947 Vine Lane,Bellevue,Washington,98004,United States,HL Mountain Seat/Saddle,SE-M940,FALSE,TRUE,,500,375,23.3722,52.64,,,,,1,M ,H ,,15,81,5/30/2013 0:00,,,HYBRIDB0001,Hybrid Bicycle Center,1,TRUE,TRUE,Main Office,6959 Lakewood Court,Daly City,California,94015,United States,2,Saddles,Components,HL Mountain Seat/Saddle 2
42,96,254,1638,5,937,1/30/2012 0:00,550,62.9895,34644.225,550,82,468,4,1/16/2012 0:00,1/25/2012 0:00,34644.225,2771.538,866.1056,38281.8686,482810518,Buyer,11/24/1970,M,M,1/4/2010,FALSE,57,48,TRUE,,Fukiko,J,Ogisu,,520-555-0177,Work,fukiko0@adventure-works.com,0,8751 Norse Drive,Bellevue,Washington,98004,United States,HL Mountain Pedal,PD-M562,FALSE,TRUE,Silver/Black,500,375,35.9596,80.99,,,G  ,185,1,M ,H ,,13,64,5/30/2013 0:00,,,INLINEA0001,Inline Accessories,1,TRUE,TRUE,Main Office,5 Madrid,Concord,California,94519,United States,2,Pedals,Components,HL Mountain Pedal
43,97,257,1582,5,463,1/30/2012 0:00,3,47.523,142.569,3,0,3,4,1/16/2012 0:00,1/25/2012 0:00,427.9275,34.2342,10.6982,472.8599,381073001,Buyer,9/17/1972,S,M,1/27/2010,FALSE,54,47,TRUE,,Eric,S,Kurjan,,265-555-0195,Work,eric2@adventure-works.com,2,1378 String Dr,Renton,Washington,98055,United States,Lock Washer 4,LW-1000,FALSE,FALSE,,1000,750,0,0,,,,,0,,,,,,4/30/2008 0:00,,,INNERCI0001,Inner City Bikes,3,TRUE,TRUE,Main Office,102 Silverado Drive,W. Linn,Oregon,97068,United States,,,,
43,98,257,1582,5,464,1/30/2012 0:00,3,45.423,136.269,3,0,3,4,1/16/2012 0:00,1/25/2012 0:00,427.9275,34.2342,10.6982,472.8599,381073001,Buyer,9/17/1972,S,M,1/27/2010,FALSE,54,47,TRUE,,Eric,S,Kurjan,,265-555-0195,Work,eric2@adventure-works.com,2,1378 String Dr,Renton,Washington,98055,United States,Lock Washer 5,LW-1200,FALSE,FALSE,,1000,750,0,0,,,,,0,,,,,,4/30/2008 0:00,,,INNERCI0001,Inner City Bikes,3,TRUE,TRUE,Main Office,102 Silverado Drive,W. Linn,Oregon,97068,United States,,,,
43,99,257,1582,5,465,1/30/2012 0:00,3,49.6965,149.0895,3,0,3,4,1/16/2012 0:00,1/25/2012 0:00,427.9275,34.2342,10.6982,472.8599,381073001,Buyer,9/17/1972,S,M,1/27/2010,FALSE,54,47,TRUE,,Eric,S,Kurjan,,265-555-0195,Work,eric2@adventure-works.com,2,1378 String Dr,Renton,Washington,98055,United States,Lock Washer 10,LW-1201,FALSE,FALSE,,1000,750,0,0,,,,,0,,,,,,4/30/2008 0:00,,,INNERCI0001,Inner City Bikes,3,TRUE,TRUE,Main Office,102 Silverado Drive,W. Linn,Oregon,97068,United States,,,,
44,100,261,1510,5,462,1/30/2012 0:00,3,47.6805,143.0415,3,3,0,3,1/16/2012 0:00,1/25/2012 0:00,143.0415,11.4433,3.576,158.0608,280633567,Purchasing Assistant,1/17/1978,M,M,12/25/2010,FALSE,51,45,TRUE,,Reinout,N,Hillmann,,370-555-0163,Work,reinout0@adventure-works.com,2,620 Woodside Ct.,Bellevue,Washington,98004,United States,Lower Head Race,LR-8520,FALSE,FALSE,,1000,750,0,0,,,,,0,,,,,,4/30/2008 0:00,,,INTERNAT0001,International,1,TRUE,TRUE,Main Office,683 Larch Ct.,Salt Lake City,Utah,84101,United States,,,,
45,101,250,1526,2,510,1/30/2012 0:00,550,23.4045,12872.475,550,0,550,4,1/16/2012 0:00,1/25/2012 0:00,28199.325,2255.946,704.9831,31160.2541,895209680,Purchasing Manager,2/10/1978,S,F,2/25/2011,TRUE,49,44,TRUE,,Sheela,H,Word,,210-555-0193,Work,sheela0@adventure-works.com,0,535 Greendell Pl,Sammamish,Washington,98074,United States,LL Road Rim,RM-R436,FALSE,FALSE,,800,600,0,0,,,G  ,445,0,,L ,,,,4/30/2008 0:00,,,INTERNAT0002,International Bicycles,1,TRUE,TRUE,Main Office,20 Rambling Rose Ave.,West Covina,California,91791,United States,,,,
45,102,250,1526,2,511,1/30/2012 0:00,550,27.867,15326.85,523,0,523,4,1/16/2012 0:00,1/25/2012 0:00,28199.325,2255.946,704.9831,31160.2541,895209680,Purchasing Manager,2/10/1978,S,F,2/25/2011,TRUE,49,44,TRUE,,Sheela,H,Word,,210-555-0193,Work,sheela0@adventure-works.com,0,535 Greendell Pl,Sammamish,Washington,98074,United States,ML Road Rim,RM-R600,FALSE,FALSE,,800,600,0,0,,,G  ,450,0,,M ,,,,4/30/2008 0:00,,,INTERNAT0002,International Bicycles,1,TRUE,TRUE,Main Office,20 Rambling Rose Ave.,West Covina,California,91791,United States,,,,
46,103,253,1644,1,527,1/30/2012 0:00,550,6.7515,3713.325,468,0,468,4,1/16/2012 0:00,1/25/2012 0:00,3713.325,297.066,92.8331,4103.2241,407505660,Buyer,11/30/1970,M,F,12/17/2009,FALSE,56,48,TRUE,,Linda,P,Meisner,,916-555-0165,Cell,linda2@adventure-works.com,0,6118 Grasswood Circle,Bellevue,Washington,98004,United States,Spokes,SK-9283,FALSE,FALSE,,1000,750,0,0,,,,,0,,,,,,4/30/2008 0:00,,,INTERNAT0003,International Sport Assoc.,1,TRUE,TRUE,Main Office,6119 11th,Salt Lake City,Utah,84101,United States,,,,
47,104,255,1680,5,938,1/30/2012 0:00,550,31.4895,17319.225,550,0,550,4,1/16/2012 0:00,1/25/2012 0:00,63831.075,5106.486,1595.7769,70533.3379,466142721,Buyer,11/29/1966,M,M,1/11/2010,FALSE,52,46,TRUE,,Gordon,L,Hee,,230-555-0144,Cell,gordon0@adventure-works.com,0,108 Lakeside Court,Bellevue,Washington,98004,United States,LL Road Pedal,PD-R347,FALSE,TRUE,Silver/Black,500,375,17.9776,40.49,,,G  ,189,1,R ,L ,,13,68,5/30/2013 0:00,,,JACKSON0001,Jackson Authority,1,TRUE,TRUE,Main Office,32 East 87th Street,Long Beach,California,90802,United States,2,Pedals,Components,LL Road Pedal
47,105,255,1680,5,939,1/30/2012 0:00,550,48.2895,26559.225,550,0,550,4,1/16/2012 0:00,1/25/2012 0:00,63831.075,5106.486,1595.7769,70533.3379,466142721,Buyer,11/29/1966,M,M,1/11/2010,FALSE,52,46,TRUE,,Gordon,L,Hee,,230-555-0144,Cell,gordon0@adventure-works.com,0,108 Lakeside Court,Bellevue,Washington,98004,United States,ML Road Pedal,PD-R563,FALSE,TRUE,Silver/Black,500,375,27.568,62.09,,,G  ,168,1,R ,M ,,13,69,5/30/2013 0:00,,,JACKSON0001,Jackson Authority,1,TRUE,TRUE,Main Office,32 East 87th Street,Long Beach,California,90802,United States,2,Pedals,Components,ML Road Pedal
47,106,255,1680,5,509,1/30/2012 0:00,550,36.2775,19952.625,550,0,550,4,1/16/2012 0:00,1/25/2012 0:00,63831.075,5106.486,1595.7769,70533.3379,466142721,Buyer,11/29/1966,M,M,1/11/2010,FALSE,52,46,TRUE,,Gordon,L,Hee,,230-555-0144,Cell,gordon0@adventure-works.com,0,108 Lakeside Court,Bellevue,Washington,98004,United States,HL Mountain Rim,RM-M823,FALSE,FALSE,,800,600,0,0,,,G  ,400,0,,,,,,4/30/2008 0:00,,,JACKSON0001,Jackson Authority,1,TRUE,TRUE,Main Office,32 East 87th Street,Long Beach,California,90802,United States,,,,
48,107,256,1584,5,492,1/30/2012 0:00,60,50.7465,3044.79,60,0,60,4,1/16/2012 0:00,1/25/2012 0:00,16340.31,1307.2248,408.5078,18056.0426,367453993,Buyer,5/12/1952,M,M,1/23/2010,FALSE,58,49,TRUE,,Frank,S,Pellow,,163-555-0147,Cell,frank2@adventure-works.com,0,5980 Icicle Circle,Renton,Washington,98055,United States,Paint - Black,PA-187B,FALSE,FALSE,,60,45,0,0,,,,,0,,,,,,4/30/2008 0:00,,,TREYRE0001,Trey Research,3,TRUE,TRUE,Main Office,1874 Valley Blvd.,Palo Alto,California,94303,United States,,,,
48,108,256,1584,5,493,1/30/2012 0:00,60,58.2645,3495.87,60,0,60,4,1/16/2012 0:00,1/25/2012 0:00,16340.31,1307.2248,408.5078,18056.0426,367453993,Buyer,5/12/1952,M,M,1/23/2010,FALSE,58,49,TRUE,,Frank,S,Pellow,,163-555-0147,Cell,frank2@adventure-works.com,0,5980 Icicle Circle,Renton,Washington,98055,United States,Paint - Red,PA-361R,FALSE,FALSE,,60,45,0,0,,,,,0,,,,,,4/30/2008 0:00,,,TREYRE0001,Trey Research,3,TRUE,TRUE,Main Office,1874 Valley Blvd.,Palo Alto,California,94303,United States,,,,
48,109,256,1584,5,494,1/30/2012 0:00,60,50.7465,3044.79,60,0,60,4,1/16/2012 0:00,1/25/2012 0:00,16340.31,1307.2248,408.5078,18056.0426,367453993,Buyer,5/12/1952,M,M,1/23/2010,FALSE,58,49,TRUE,,Frank,S,Pellow,,163-555-0147,Cell,frank2@adventure-works.com,0,5980 Icicle Circle,Renton,Washington,98055,United States,Paint - Silver,PA-529S,FALSE,FALSE,,60,45,0,0,,,,,0,,,,,,4/30/2008 0:00,,,TREYRE0001,Trey Research,3,TRUE,TRUE,Main Office,1874 Valley Blvd.,Palo Alto,California,94303,United States,,,,
48,110,256,1584,5,495,1/30/2012 0:00,60,62.9265,3775.59,60,0,60,4,1/16/2012 0:00,1/25/2012 0:00,16340.31,1307.2248,408.5078,18056.0426,367453993,Buyer,5/12/1952,M,M,1/23/2010,FALSE,58,49,TRUE,,Frank,S,Pellow,,163-555-0147,Cell,frank2@adventure-works.com,0,5980 Icicle Circle,Renton,Washington,98055,United States,Paint - Blue,PA-632U,FALSE,FALSE,,60,45,0,0,,,,,0,,,,,,4/30/2008 0:00,,,TREYRE0001,Trey Research,3,TRUE,TRUE,Main Office,1874 Valley Blvd.,Palo Alto,California,94303,United States,,,,
48,111,256,1584,5,496,1/30/2012 0:00,60,49.6545,2979.27,60,0,60,4,1/16/2012 0:00,1/25/2012 0:00,16340.31,1307.2248,408.5078,18056.0426,367453993,Buyer,5/12/1952,M,M,1/23/2010,FALSE,58,49,TRUE,,Frank,S,Pellow,,163-555-0147,Cell,frank2@adventure-works.com,0,5980 Icicle Circle,Renton,Washington,98055,United States,Paint - Yellow,PA-823Y,FALSE,FALSE,,60,45,0,0,,,,,0,,,,,,4/30/2008 0:00,,,TREYRE0001,Trey Research,3,TRUE,TRUE,Main Office,1874 Valley Blvd.,Palo Alto,California,94303,United States,,,,
49,112,259,1620,5,523,2/3/2012 0:00,550,10.3845,5711.475,550,0,550,4,1/20/2012 0:00,1/29/2012 0:00,5711.475,456.918,142.7869,6311.1799,20269531,Buyer,6/3/1973,M,M,3/9/2010,FALSE,55,47,TRUE,,Ben,T,Miller,,151-555-0113,Work,ben0@adventure-works.com,0,101 Candy Rd.,Redmond,Washington,98052,United States,LL Spindle/Axle,SD-2342,FALSE,FALSE,,500,375,0,0,,,,,0,,L ,,,,4/30/2008 0:00,,,LAKEWOOD0001,Lakewood Bicycle,1,TRUE,TRUE,Main Office,6030 Winter Drive,Imperial Beach,California,91932,United States,,,,
50,113,260,1666,5,422,2/3/2012 0:00,3,47.6805,143.0415,3,0,3,4,1/20/2012 0:00,1/29/2012 0:00,429.345,34.3476,10.7336,474.4262,437296311,Purchasing Assistant,1/29/1978,M,F,12/6/2010,FALSE,50,45,TRUE,,Annette,L,Hill,,125-555-0196,Cell,annette0@adventure-works.com,1,6369 Ellis Street,Redmond,Washington,98052,United States,Thin-Jam Lock Nut 9,LJ-1213,FALSE,FALSE,,1000,750,0,0,,,,,0,,,,,,4/30/2008 0:00,,,LEAFRIV0001,Leaf River Terrain,1,FALSE,TRUE,Main Office,1619 Mills Dr.,Albany,Oregon,97321,United States,,,,
50,114,260,1666,5,423,2/3/2012 0:00,3,45.5805,136.7415,3,0,3,4,1/20/2012 0:00,1/29/2012 0:00,429.345,34.3476,10.7336,474.4262,437296311,Purchasing Assistant,1/29/1978,M,F,12/6/2010,FALSE,50,45,TRUE,,Annette,L,Hill,,125-555-0196,Cell,annette0@adventure-works.com,1,6369 Ellis Street,Redmond,Washington,98052,United States,Thin-Jam Lock Nut 10,LJ-1220,FALSE,FALSE,,1000,750,0,0,,,,,0,,,,,,4/30/2008 0:00,,,LEAFRIV0001,Leaf River Terrain,1,FALSE,TRUE,Main Office,1619 Mills Dr.,Albany,Oregon,97321,United States,,,,
50,115,260,1666,5,424,2/3/2012 0:00,3,49.854,149.562,3,0,3,4,1/20/2012 0:00,1/29/2012 0:00,429.345,34.3476,10.7336,474.4262,437296311,Purchasing Assistant,1/29/1978,M,F,12/6/2010,FALSE,50,45,TRUE,,Annette,L,Hill,,125-555-0196,Cell,annette0@adventure-works.com,1,6369 Ellis Street,Redmond,Washington,98052,United States,Thin-Jam Lock Nut 1,LJ-1420,FALSE,FALSE,,1000,750,0,0,,,,,0,,,,,,4/30/2008 0:00,,,LEAFRIV0001,Leaf River Terrain,1,FALSE,TRUE,Main Office,1619 Mills Dr.,Albany,Oregon,97321,United States,,,,
51,116,258,1592,2,490,2/3/2012 0:00,3,12.7155,38.1465,3,0,3,4,1/20/2012 0:00,1/29/2012 0:00,97.965,7.8372,2.4491,108.2513,785853949,Buyer,1/4/1971,S,F,1/31/2010,FALSE,53,46,TRUE,,Erin,M,Hagens,,842-555-0158,Work,erin0@adventure-works.com,0,2947 Vine Lane,Bellevue,Washington,98004,United States,LL Nipple,NI-4127,FALSE,FALSE,,1000,750,0,0,,,,,0,,L ,,,,4/30/2008 0:00,,,LINDELL0001,Lindell,1,TRUE,TRUE,Main Office,9151 Napa C.,Lebanon,Oregon,97355,United States,,,,
51,117,258,1592,2,491,2/3/2012 0:00,3,19.9395,59.8185,3,0,3,4,1/20/2012 0:00,1/29/2012 0:00,97.965,7.8372,2.4491,108.2513,785853949,Buyer,1/4/1971,S,F,1/31/2010,FALSE,53,46,TRUE,,Erin,M,Hagens,,842-555-0158,Work,erin0@adventure-works.com,0,2947 Vine Lane,Bellevue,Washington,98004,United States,HL Nipple,NI-9522,FALSE,FALSE,,1000,750,0,0,,,,,0,,,,,,4/30/2008 0:00,,,LINDELL0001,Lindell,1,TRUE,TRUE,Main Office,9151 Napa C.,Lebanon,Oregon,97355,United States,,,,
52,118,254,1618,4,528,2/3/2012 0:00,3,38.157,114.471,3,0,3,4,1/20/2012 0:00,1/29/2012 0:00,114.471,9.1577,2.8618,126.4905,482810518,Buyer,11/24/1970,M,M,1/4/2010,FALSE,57,48,TRUE,,Fukiko,J,Ogisu,,520-555-0177,Work,fukiko0@adventure-works.com,0,8751 Norse Drive,Bellevue,Washington,98004,United States,Seat Lug,SL-0931,FALSE,FALSE,,1000,750,0,0,,,,,0,,,,,,4/30/2008 0:00,,,METROSP0001,Metro Sport Equipment,1,TRUE,TRUE,Main Office,60 Oakgrove Rd.,Lebanon,Oregon,97355,United States,,,,
53,119,252,1612,4,505,2/7/2012 0:00,3,44.2155,132.6465,3,0,3,4,1/24/2012 0:00,2/2/2012 0:00,132.6465,10.6117,3.3162,146.5744,792847334,Buyer,8/21/1974,M,M,2/28/2009,FALSE,60,50,TRUE,,Arvind,B,Rao,,848-555-0163,Cell,arvind0@adventure-works.com,0,9495 Limewood Place,Renton,Washington,98055,United States,Cone-Shaped Race,RA-7490,FALSE,FALSE,,1000,750,0,0,,,,,0,,,,,,4/30/2008 0:00,,,MIDWEST0001,"Midwest Sport, Inc.",1,TRUE,TRUE,Main Office,594 Tossing Way,Detroit,Michigan,48226,United States,,,,
54,120,261,1586,5,938,2/7/2012 0:00,550,31.4895,17319.225,550,550,0,3,1/24/2012 0:00,2/2/2012 0:00,43878.45,3510.276,1096.9613,48485.6873,280633567,Purchasing Assistant,1/17/1978,M,M,12/25/2010,FALSE,51,45,TRUE,,Reinout,N,Hillmann,,370-555-0163,Work,reinout0@adventure-works.com,2,620 Woodside Ct.,Bellevue,Washington,98004,United States,LL Road Pedal,PD-R347,FALSE,TRUE,Silver/Black,500,375,17.9776,40.49,,,G  ,189,1,R ,L ,,13,68,5/30/2013 0:00,,,MITCHELL0001,Mitchell Sports,1,TRUE,TRUE,Main Office,7562 Daylight Place,Everett,Washington,98201,United States,2,Pedals,Components,LL Road Pedal
54,121,261,1586,5,939,2/7/2012 0:00,550,48.2895,26559.225,550,550,0,3,1/24/2012 0:00,2/2/2012 0:00,43878.45,3510.276,1096.9613,48485.6873,280633567,Purchasing Assistant,1/17/1978,M,M,12/25/2010,FALSE,51,45,TRUE,,Reinout,N,Hillmann,,370-555-0163,Work,reinout0@adventure-works.com,2,620 Woodside Ct.,Bellevue,Washington,98004,United States,ML Road Pedal,PD-R563,FALSE,TRUE,Silver/Black,500,375,27.568,62.09,,,G  ,168,1,R ,M ,,13,69,5/30/2013 0:00,,,MITCHELL0001,Mitchell Sports,1,TRUE,TRUE,Main Office,7562 Daylight Place,Everett,Washington,98201,United States,2,Pedals,Components,ML Road Pedal
